frame,wheel,cat,drops,level,tf,az
Specialized Shiv Disc,Zipp 353 NSW,TT,1249600,19,49:17.0,50:03.0
Specialized Shiv Disc,Zipp 404,TT,1143200,18,49:13.0,50:07.0
Specialized Shiv Disc,Zipp 454,TT,1278000,24,49:10.0,50:04.0
Specialized Shiv Disc,Zipp 808,TT,1171600,18,49:04.0,50:13.0
Specialized Shiv Disc,Zipp 808/Super9,TT,2069700,35,48:55.0,50:22.0
Specialized Shiv Disc,Zipp 858,TT,1306400,37,49:00.0,50:10.0
Specialized Shiv Disc,Zipp 858/Super9,TT,2502800,45,48:53.0,50:21.0
Specialized Shiv Disc,Zwift 32mm Carbon,TT,994000,18,49:46.0,50:11.0
Specialized Shiv Disc,Zwift 50mm Carbon,TT,1114700,18,49:33.5,50:12.0
Specialized Shiv Disc,Zwift Buffalo Fahrrad,TT,997200,40,49:51.0,50:18.0
Specialized Shiv Disc,Zwift Classic,TT,1029600,18,49:52.0,50:19.0
Specialized Shiv Disc,Zwift Safety,TT,1704000,44,49:46.5,50:10.5
Specialized Shiv S-Works,Bontrager Aeolus5,TT,1022400,20,49:39.0,49:58.0
Specialized Shiv S-Works,CADEX 36,TT,1109400,26,49:51.5,49:53.5
Specialized Shiv S-Works,CADEX 42,TT,1079200,10,49:42.0,49:56.0
Specialized Shiv S-Works,Campagnolo Bora Ultra 35,TT,1100500,33,49:58.5,49:55.5
Specialized Shiv S-Works,Campagnolo Bora Ultra 50,TT,1114700,27,49:32.0,49:55.5
Specialized Shiv S-Works,DT Swiss ARC 1100 DICUT 62,TT,1036600,10,49:24.0,49:54.5
Specialized Shiv S-Works,DT Swiss ARC 1100 DICUT DISC,TT,2431800,42,48:58.5,50:13.0
Specialized Shiv S-Works,ENVE SES 2.2,TT,1043700,17,49:58.0,49:55.5
Specialized Shiv S-Works,ENVE SES 3.4,TT,1043700,10,49:32.0,49:54.0
Specialized Shiv S-Works,ENVE SES 6.7,TT,1043700,25,49:26.0,50:02.0
Specialized Shiv S-Works,ENVE SES 7.8,TT,1057900,39,49:13.5,49:58.0
Specialized Shiv S-Works,ENVE SES 8.9,TT,1057900,31,49:14.5,50:06.5
Specialized Shiv S-Works,FFWD RYOT55,TT,965700,23,49:31.5,49:54.0
Specialized Shiv S-Works,Giant SLR 0,TT,1043800,22,49:35.0,49:54.5
Specialized Shiv S-Works,Lightweight Meilenstein,TT,852000,10,49:44.5,49:46.0
Specialized Shiv S-Works,Mavic Comete Pro Carbon SL UST,TT,994000,23,49:32.5,50:12.5
Specialized Shiv S-Works,Mavic Cosmic CXR60c,TT,994000,16,49:36.5,50:10.5
Specialized Shiv S-Works,Mavic Cosmic Ultimate UST,TT,994000,10,49:39.0,50:08.0
Specialized Shiv S-Works,Novatec R4,TT,947900,24,49:54.5,50:07.0
Specialized Shiv S-Works,Roval Alpinist CLX,TT,987300,32,49:45.0,49:46.0
Specialized Shiv S-Works,Roval CLX64,TT,1022400,10,49:28.0,50:02.0
Specialized Shiv S-Works,Roval Rapide CLX,TT,1047300,14,49:28.0,49:57.0
Specialized Shiv S-Works,Shimano C40,TT,937300,12,49:46.0,50:05.5
Specialized Shiv S-Works,Shimano C50,TT,940700,28,49:23.5,50:09.5
Specialized Shiv S-Works,Shimano C50,TT,940700,28,49:23.5,50:09.5
Specialized Shiv S-Works,Shimano C60,TT,944300,18,49:35.0,50:13.0
Specialized Shiv S-Works,Zipp 202,TT,1001200,11,49:53.0,49:56.5
Specialized Shiv S-Works,Zipp 353 NSW,TT,1107600,19,49:29.0,49:54.0
Specialized Shiv S-Works,Zipp 404,TT,1001200,15,49:25.0,49:58.0
Specialized Shiv S-Works,Zipp 454,TT,1136000,24,49:22.0,49:55.0
Specialized Shiv S-Works,Zipp 808,TT,1029600,13,49:16.0,50:04.0
Specialized Shiv S-Works,Zipp 808/Super9,TT,1927700,35,49:07.0,50:13.0
Specialized Shiv S-Works,Zipp 858,TT,1164400,37,49:12.0,50:01.0
Specialized Shiv S-Works,Zipp 858/Super9,TT,2360800,45,49:05.0,50:12.0
Specialized Shiv S-Works,Zwift 32mm Carbon,TT,852000,10,49:58.0,50:02.0
Specialized Shiv S-Works,Zwift 50mm Carbon,TT,972700,10,49:45.5,50:03.0
Specialized Shiv S-Works,Zwift Buffalo Fahrrad,TT,855200,40,50:03.0,50:09.0
Specialized Shiv S-Works,Zwift Classic,TT,887600,10,50:04.0,50:10.0
Specialized Shiv S-Works,Zwift Safety,TT,1562000,44,49:58.5,50:01.5
Specialized Tarmac,Bontrager Aeolus5,Road,170400,20,51:14.5,48:57.0
Specialized Tarmac,CADEX 36,Road,257400,26,51:27.0,48:52.5
Specialized Tarmac,CADEX 42,Road,227200,8,51:17.5,48:55.0
Specialized Tarmac,Campagnolo Bora Ultra 35,Road,248500,33,51:34.0,48:54.5
Specialized Tarmac,Campagnolo Bora Ultra 50,Road,262700,27,51:07.5,48:54.5
Specialized Tarmac,DT Swiss ARC 1100 DICUT 62,Road,184600,6,50:59.5,48:53.5
Specialized Tarmac,DT Swiss ARC 1100 DICUT DISC,Road,1579800,42,50:34.0,49:12.0
Specialized Tarmac,ENVE SES 2.2,Road,191700,17,51:33.5,48:54.5
Specialized Tarmac,ENVE SES 3.4,Road,191700,4,51:07.5,48:53.0
Specialized Tarmac,ENVE SES 6.7,Road,191700,25,51:01.5,49:01.0
Specialized Tarmac,ENVE SES 7.8,Road,205900,39,50:49.0,48:57.0
Specialized Tarmac,ENVE SES 8.9,Road,205900,31,50:50.0,49:05.5
Specialized Tarmac,FFWD RYOT55,Road,113700,23,51:07.0,48:53.0
Specialized Tarmac,Giant SLR 0,Road,191800,22,51:10.5,48:53.5
Specialized Tarmac,Lightweight Meilenstein,Road,0,0,51:20.0,48:45.0
Specialized Tarmac,Mavic Comete Pro Carbon SL UST,Road,142000,23,51:08.0,49:11.5
Specialized Tarmac,Mavic Cosmic CXR60c,Road,142000,16,51:12.0,49:09.5
Specialized Tarmac,Mavic Cosmic Ultimate UST,Road,142000,9,51:14.5,49:07.0
Specialized Tarmac,Novatec R4,Road,95900,24,51:30.0,49:06.0
Specialized Tarmac,Roval Alpinist CLX,Road,135300,32,51:20.5,48:45.0
Specialized Tarmac,Roval CLX64,Road,170400,5,51:03.5,49:01.0
Specialized Tarmac,Roval Rapide CLX,Road,195300,14,51:03.5,48:56.0
Specialized Tarmac,Shimano C40,Road,85300,12,51:21.5,49:04.5
Specialized Tarmac,Shimano C50,Road,88700,28,50:59.0,49:08.5
Specialized Tarmac,Shimano C50,Road,88700,28,50:59.0,49:08.5
Specialized Tarmac,Shimano C60,Road,92300,18,51:10.5,49:12.0
Specialized Tarmac,Zipp 202,Road,149200,11,51:28.5,48:55.5
Specialized Tarmac,Zipp 353 NSW,Road,255600,19,51:04.5,48:53.0
Specialized Tarmac,Zipp 404,Road,149200,15,51:00.5,48:57.0
Specialized Tarmac,Zipp 454,Road,284000,24,50:57.5,48:54.0
Specialized Tarmac,Zipp 808,Road,177600,13,50:51.5,49:03.0
Specialized Tarmac,Zipp 808/Super9,Road,1075700,35,50:42.5,49:12.0
Specialized Tarmac,Zipp 858,Road,312400,37,50:47.5,49:00.0
Specialized Tarmac,Zipp 858/Super9,Road,1508800,45,50:40.5,49:11.0
Specialized Tarmac,Zwift 32mm Carbon,Road,0,0,51:33.5,49:01.0
Specialized Tarmac,Zwift 50mm Carbon,Road,120700,7,51:21.0,49:02.0
Specialized Tarmac,Zwift Buffalo Fahrrad,Road,3200,40,51:38.5,49:08.0
Specialized Tarmac,Zwift Classic,Road,35600,2,51:39.5,49:09.0
Specialized Tarmac,Zwift Safety,Road,710000,44,51:34.0,49:00.5
Specialized Tarmac Pro,Bontrager Aeolus5,Road,578700,20,51:14.0,48:52.0
Specialized Tarmac Pro,CADEX 36,Road,665700,26,51:26.5,48:47.5
Specialized Tarmac Pro,CADEX 42,Road,635500,11,51:17.0,48:50.0
Specialized Tarmac Pro,Campagnolo Bora Ultra 35,Road,656800,33,51:33.5,48:49.5
Specialized Tarmac Pro,Campagnolo Bora Ultra 50,Road,671000,27,51:07.0,48:49.5
Specialized Tarmac Pro,DT Swiss ARC 1100 DICUT 62,Road,592900,11,50:59.0,48:48.5
Specialized Tarmac Pro,DT Swiss ARC 1100 DICUT DISC,Road,1988100,42,50:33.5,49:07.0
Specialized Tarmac Pro,ENVE SES 2.2,Road,6e+05,17,51:33.0,48:49.5
Specialized Tarmac Pro,ENVE SES 3.4,Road,6e+05,11,51:07.0,48:48.0
Specialized Tarmac Pro,ENVE SES 6.7,Road,6e+05,25,51:01.0,48:56.0
Specialized Tarmac Pro,ENVE SES 7.8,Road,614200,39,50:48.5,48:52.0
Specialized Tarmac Pro,ENVE SES 8.9,Road,614200,31,50:49.5,49:00.5
Specialized Tarmac Pro,FFWD RYOT55,Road,522000,23,51:06.5,48:48.0
Specialized Tarmac Pro,Giant SLR 0,Road,600100,22,51:10.0,48:48.5
Specialized Tarmac Pro,Lightweight Meilenstein,Road,408300,11,51:19.5,48:40.0
Specialized Tarmac Pro,Mavic Comete Pro Carbon SL UST,Road,550300,23,51:07.5,49:06.5
Specialized Tarmac Pro,Mavic Cosmic CXR60c,Road,550300,16,51:11.5,49:04.5
Specialized Tarmac Pro,Mavic Cosmic Ultimate UST,Road,550300,11,51:14.0,49:02.0
Specialized Tarmac Pro,Novatec R4,Road,504200,24,51:29.5,49:01.0
Specialized Tarmac Pro,Roval Alpinist CLX,Road,543600,32,51:20.0,48:40.0
Specialized Tarmac Pro,Roval CLX64,Road,578700,11,51:03.0,48:56.0
Specialized Tarmac Pro,Roval Rapide CLX,Road,603600,14,51:03.0,48:51.0
Specialized Tarmac Pro,Shimano C40,Road,493600,12,51:21.0,48:59.5
Specialized Tarmac Pro,Shimano C50,Road,497000,28,50:58.5,49:03.5
Specialized Tarmac Pro,Shimano C50,Road,497000,28,50:58.5,49:03.5
Specialized Tarmac Pro,Shimano C60,Road,500600,18,51:10.0,49:07.0
Specialized Tarmac Pro,Zipp 202,Road,557500,11,51:28.0,48:50.5
Specialized Tarmac Pro,Zipp 353 NSW,Road,663900,19,51:04.0,48:48.0
Specialized Tarmac Pro,Zipp 404,Road,557500,15,51:00.0,48:52.0
Specialized Tarmac Pro,Zipp 454,Road,692300,24,50:57.0,48:49.0
Specialized Tarmac Pro,Zipp 808,Road,585900,13,50:51.0,48:58.0
Specialized Tarmac Pro,Zipp 808/Super9,Road,1484000,35,50:42.0,49:07.0
Specialized Tarmac Pro,Zipp 858,Road,720700,37,50:47.0,48:55.0
Specialized Tarmac Pro,Zipp 858/Super9,Road,1917100,45,50:40.0,49:06.0
Specialized Tarmac Pro,Zwift 32mm Carbon,Road,408300,11,51:33.0,48:56.0
Specialized Tarmac Pro,Zwift 50mm Carbon,Road,529000,11,51:20.5,48:57.0
Specialized Tarmac Pro,Zwift Buffalo Fahrrad,Road,411500,40,51:38.0,49:03.0
Specialized Tarmac Pro,Zwift Classic,Road,443900,11,51:39.0,49:04.0
Specialized Tarmac Pro,Zwift Safety,Road,1118300,44,51:33.5,48:55.5
Specialized Tarmac SL7,Bontrager Aeolus5,Road,844900,20,51:12.5,49:14.0
Specialized Tarmac SL7,CADEX 36,Road,931900,26,51:25.0,49:09.5
Specialized Tarmac SL7,CADEX 42,Road,901700,8,51:15.5,49:12.0
Specialized Tarmac SL7,Campagnolo Bora Ultra 35,Road,923000,33,51:32.0,49:11.5
Specialized Tarmac SL7,Campagnolo Bora Ultra 50,Road,937200,27,51:05.5,49:11.5
Specialized Tarmac SL7,DT Swiss ARC 1100 DICUT 62,Road,859100,6,50:57.5,49:10.5
Specialized Tarmac SL7,DT Swiss ARC 1100 DICUT DISC,Road,2254300,42,50:32.0,49:29.0
Specialized Tarmac SL7,ENVE SES 2.2,Road,866200,17,51:31.5,49:11.5
Specialized Tarmac SL7,ENVE SES 3.4,Road,866200,5,51:05.5,49:10.0
Specialized Tarmac SL7,ENVE SES 6.7,Road,866200,25,50:59.5,49:18.0
Specialized Tarmac SL7,ENVE SES 7.8,Road,880400,39,50:47.0,49:14.0
Specialized Tarmac SL7,ENVE SES 8.9,Road,880400,31,50:48.0,49:22.5
Specialized Tarmac SL7,FFWD RYOT55,Road,788200,23,51:05.0,49:10.0
Specialized Tarmac SL7,Giant SLR 0,Road,866300,22,51:08.5,49:10.5
Specialized Tarmac SL7,Lightweight Meilenstein,Road,674500,5,51:18.0,49:02.0
Specialized Tarmac SL7,Mavic Comete Pro Carbon SL UST,Road,816500,23,51:06.0,49:28.5
Specialized Tarmac SL7,Mavic Cosmic CXR60c,Road,816500,16,51:10.0,49:26.5
Specialized Tarmac SL7,Mavic Cosmic Ultimate UST,Road,816500,9,51:12.5,49:24.0
Specialized Tarmac SL7,Novatec R4,Road,770400,24,51:28.0,49:23.0
Specialized Tarmac SL7,Roval Alpinist CLX,Road,809800,32,51:18.5,49:02.0
Specialized Tarmac SL7,Roval CLX64,Road,844900,5,51:01.5,49:18.0
Specialized Tarmac SL7,Roval Rapide CLX,Road,869800,14,51:01.5,49:13.0
Specialized Tarmac SL7,Shimano C40,Road,759800,12,51:19.5,49:21.5
Specialized Tarmac SL7,Shimano C50,Road,763200,28,50:57.0,49:25.5
Specialized Tarmac SL7,Shimano C50,Road,763200,28,50:57.0,49:25.5
Specialized Tarmac SL7,Shimano C60,Road,766800,18,51:08.5,49:29.0
Specialized Tarmac SL7,Zipp 202,Road,823700,11,51:26.5,49:12.5
Specialized Tarmac SL7,Zipp 353 NSW,Road,930100,19,51:02.5,49:10.0
Specialized Tarmac SL7,Zipp 404,Road,823700,15,50:58.5,49:14.0
Specialized Tarmac SL7,Zipp 454,Road,958500,24,50:55.5,49:11.0
Specialized Tarmac SL7,Zipp 808,Road,852100,13,50:49.5,49:20.0
Specialized Tarmac SL7,Zipp 808/Super9,Road,1750200,35,50:40.5,49:29.0
Specialized Tarmac SL7,Zipp 858,Road,986900,37,50:45.5,49:17.0
Specialized Tarmac SL7,Zipp 858/Super9,Road,2183300,45,50:38.5,49:28.0
Specialized Tarmac SL7,Zwift 32mm Carbon,Road,674500,5,51:31.5,49:18.0
Specialized Tarmac SL7,Zwift 50mm Carbon,Road,795200,7,51:19.0,49:19.0
Specialized Tarmac SL7,Zwift Buffalo Fahrrad,Road,677700,40,51:36.5,49:25.0
Specialized Tarmac SL7,Zwift Classic,Road,710100,5,51:37.5,49:26.0
Specialized Tarmac SL7,Zwift Safety,Road,1384500,44,51:32.0,49:17.5
Specialized Venge,Bontrager Aeolus5,Road,631900,20,51:01.0,49:19.0
Specialized Venge,CADEX 36,Road,718900,26,51:13.5,49:14.5
Specialized Venge,CADEX 42,Road,688700,18,51:04.0,49:17.0
Specialized Venge,Campagnolo Bora Ultra 35,Road,710000,33,51:20.5,49:16.5
Specialized Venge,Campagnolo Bora Ultra 50,Road,724200,27,50:54.0,49:16.5
Specialized Venge,DT Swiss ARC 1100 DICUT 62,Road,646100,18,50:46.0,49:15.5
Specialized Venge,DT Swiss ARC 1100 DICUT DISC,Road,2041300,42,50:20.5,49:34.0
Specialized Venge,ENVE SES 2.2,Road,653200,18,51:20.0,49:16.5
Specialized Venge,ENVE SES 3.4,Road,653200,18,50:54.0,49:15.0
Specialized Venge,ENVE SES 6.7,Road,653200,25,50:48.0,49:23.0
Specialized Venge,ENVE SES 7.8,Road,667400,39,50:35.5,49:19.0
Specialized Venge,ENVE SES 8.9,Road,667400,31,50:36.5,49:27.5
Specialized Venge,FFWD RYOT55,Road,575200,23,50:53.5,49:15.0
Specialized Venge,Giant SLR 0,Road,653300,22,50:57.0,49:15.5
Specialized Venge,Lightweight Meilenstein,Road,461500,18,51:06.5,49:07.0
Specialized Venge,Mavic Comete Pro Carbon SL UST,Road,603500,23,50:54.5,49:33.5
Specialized Venge,Mavic Cosmic CXR60c,Road,603500,18,50:58.5,49:31.5
Specialized Venge,Mavic Cosmic Ultimate UST,Road,603500,18,51:01.0,49:29.0
Specialized Venge,Novatec R4,Road,557400,24,51:16.5,49:28.0
Specialized Venge,Roval Alpinist CLX,Road,596800,32,51:07.0,49:07.0
Specialized Venge,Roval CLX64,Road,631900,18,50:50.0,49:23.0
Specialized Venge,Roval Rapide CLX,Road,656800,18,50:50.0,49:18.0
Specialized Venge,Shimano C40,Road,546800,18,51:08.0,49:26.5
Specialized Venge,Shimano C50,Road,550200,28,50:45.5,49:30.5
Specialized Venge,Shimano C50,Road,550200,28,50:45.5,49:30.5
Specialized Venge,Shimano C60,Road,553800,18,50:57.0,49:34.0
Specialized Venge,Zipp 202,Road,610700,18,51:15.0,49:17.5
Specialized Venge,Zipp 353 NSW,Road,717100,19,50:51.0,49:15.0
Specialized Venge,Zipp 404,Road,610700,18,50:47.0,49:19.0
Specialized Venge,Zipp 454,Road,745500,24,50:44.0,49:16.0
Specialized Venge,Zipp 808,Road,639100,18,50:38.0,49:25.0
Specialized Venge,Zipp 808/Super9,Road,1537200,35,50:29.0,49:34.0
Specialized Venge,Zipp 858,Road,773900,37,50:34.0,49:22.0
Specialized Venge,Zipp 858/Super9,Road,1970300,45,50:27.0,49:33.0
Specialized Venge,Zwift 32mm Carbon,Road,461500,18,51:20.0,49:23.0
Specialized Venge,Zwift 50mm Carbon,Road,582200,18,51:07.5,49:24.0
Specialized Venge,Zwift Buffalo Fahrrad,Road,464700,40,51:25.0,49:30.0
Specialized Venge,Zwift Classic,Road,497100,18,51:26.0,49:31.0
Specialized Venge,Zwift Safety,Road,1171500,44,51:20.5,49:22.5
Specialized Venge S-Works,Bontrager Aeolus5,Road,969200,33,50:59.5,49:01.0
Specialized Venge S-Works,CADEX 36,Road,1056200,33,51:12.0,48:56.5
Specialized Venge S-Works,CADEX 42,Road,1026000,33,51:02.5,48:59.0
Specialized Venge S-Works,Campagnolo Bora Ultra 35,Road,1047300,33,51:19.0,48:58.5
Specialized Venge S-Works,Campagnolo Bora Ultra 50,Road,1061500,33,50:52.5,48:58.5
Specialized Venge S-Works,DT Swiss ARC 1100 DICUT 62,Road,983400,33,50:44.5,48:57.5
Specialized Venge S-Works,DT Swiss ARC 1100 DICUT DISC,Road,2378600,42,50:19.0,49:16.0
Specialized Venge S-Works,ENVE SES 2.2,Road,990500,33,51:18.5,48:58.5
Specialized Venge S-Works,ENVE SES 3.4,Road,990500,33,50:52.5,48:57.0
Specialized Venge S-Works,ENVE SES 6.7,Road,990500,33,50:46.5,49:05.0
Specialized Venge S-Works,ENVE SES 7.8,Road,1004700,39,50:34.0,49:01.0
Specialized Venge S-Works,ENVE SES 8.9,Road,1004700,33,50:35.0,49:09.5
Specialized Venge S-Works,FFWD RYOT55,Road,912500,33,50:52.0,48:57.0
Specialized Venge S-Works,Giant SLR 0,Road,990600,33,50:55.5,48:57.5
Specialized Venge S-Works,Lightweight Meilenstein,Road,798800,33,51:05.0,48:49.0
Specialized Venge S-Works,Mavic Comete Pro Carbon SL UST,Road,940800,33,50:53.0,49:15.5
Specialized Venge S-Works,Mavic Cosmic CXR60c,Road,940800,33,50:57.0,49:13.5
Specialized Venge S-Works,Mavic Cosmic Ultimate UST,Road,940800,33,50:59.5,49:11.0
Specialized Venge S-Works,Novatec R4,Road,894700,33,51:15.0,49:10.0
Specialized Venge S-Works,Roval Alpinist CLX,Road,934100,33,51:05.5,48:49.0
Specialized Venge S-Works,Roval CLX64,Road,969200,33,50:48.5,49:05.0
Specialized Venge S-Works,Roval Rapide CLX,Road,994100,33,50:48.5,49:00.0
Specialized Venge S-Works,Shimano C40,Road,884100,33,51:06.5,49:08.5
Specialized Venge S-Works,Shimano C50,Road,887500,33,50:44.0,49:12.5
Specialized Venge S-Works,Shimano C50,Road,887500,33,50:44.0,49:12.5
Specialized Venge S-Works,Shimano C60,Road,891100,33,50:55.5,49:16.0
Specialized Venge S-Works,Zipp 202,Road,948000,33,51:13.5,48:59.5
Specialized Venge S-Works,Zipp 353 NSW,Road,1054400,33,50:49.5,48:57.0
Specialized Venge S-Works,Zipp 404,Road,948000,33,50:45.5,49:01.0
Specialized Venge S-Works,Zipp 454,Road,1082800,33,50:42.5,48:58.0
Specialized Venge S-Works,Zipp 808,Road,976400,33,50:36.5,49:07.0
Specialized Venge S-Works,Zipp 808/Super9,Road,1874500,35,50:27.5,49:16.0
Specialized Venge S-Works,Zipp 858,Road,1111200,37,50:32.5,49:04.0
Specialized Venge S-Works,Zipp 858/Super9,Road,2307600,45,50:25.5,49:15.0
Specialized Venge S-Works,Zwift 32mm Carbon,Road,798800,33,51:18.5,49:05.0
Specialized Venge S-Works,Zwift 50mm Carbon,Road,919500,33,51:06.0,49:06.0
Specialized Venge S-Works,Zwift Buffalo Fahrrad,Road,802000,40,51:23.5,49:12.0
Specialized Venge S-Works,Zwift Classic,Road,834400,33,51:24.5,49:13.0
Specialized Venge S-Works,Zwift Safety,Road,1508800,44,51:19.0,49:04.5
Trek Emonda,Bontrager Aeolus5,Road,170400,20,51:14.5,48:54.0
Trek Emonda,CADEX 36,Road,257400,26,51:27.0,48:49.5
Trek Emonda,CADEX 42,Road,227200,8,51:17.5,48:52.0
Trek Emonda,Campagnolo Bora Ultra 35,Road,248500,33,51:34.0,48:51.5
Trek Emonda,Campagnolo Bora Ultra 50,Road,262700,27,51:07.5,48:51.5
Trek Emonda,DT Swiss ARC 1100 DICUT 62,Road,184600,6,50:59.5,48:50.5
Trek Emonda,DT Swiss ARC 1100 DICUT DISC,Road,1579800,42,50:34.0,49:09.0
Trek Emonda,ENVE SES 2.2,Road,191700,17,51:33.5,48:51.5
Trek Emonda,ENVE SES 3.4,Road,191700,4,51:07.5,48:50.0
Trek Emonda,ENVE SES 6.7,Road,191700,25,51:01.5,48:58.0
Trek Emonda,ENVE SES 7.8,Road,205900,39,50:49.0,48:54.0
Trek Emonda,ENVE SES 8.9,Road,205900,31,50:50.0,49:02.5
Trek Emonda,FFWD RYOT55,Road,113700,23,51:07.0,48:50.0
Trek Emonda,Giant SLR 0,Road,191800,22,51:10.5,48:50.5
Trek Emonda,Lightweight Meilenstein,Road,0,0,51:20.0,48:42.0
Trek Emonda,Mavic Comete Pro Carbon SL UST,Road,142000,23,51:08.0,49:08.5
Trek Emonda,Mavic Cosmic CXR60c,Road,142000,16,51:12.0,49:06.5
Trek Emonda,Mavic Cosmic Ultimate UST,Road,142000,9,51:14.5,49:04.0
Trek Emonda,Novatec R4,Road,95900,24,51:30.0,49:03.0
Trek Emonda,Roval Alpinist CLX,Road,135300,32,51:20.5,48:42.0
Trek Emonda,Roval CLX64,Road,170400,5,51:03.5,48:58.0
Trek Emonda,Roval Rapide CLX,Road,195300,14,51:03.5,48:53.0
Trek Emonda,Shimano C40,Road,85300,12,51:21.5,49:01.5
Trek Emonda,Shimano C50,Road,88700,28,50:59.0,49:05.5
Trek Emonda,Shimano C50,Road,88700,28,50:59.0,49:05.5
Trek Emonda,Shimano C60,Road,92300,18,51:10.5,49:09.0
Trek Emonda,Zipp 202,Road,149200,11,51:28.5,48:52.5
Trek Emonda,Zipp 353 NSW,Road,255600,19,51:04.5,48:50.0
Trek Emonda,Zipp 404,Road,149200,15,51:00.5,48:54.0
Trek Emonda,Zipp 454,Road,284000,24,50:57.5,48:51.0
Trek Emonda,Zipp 808,Road,177600,13,50:51.5,49:00.0
Trek Emonda,Zipp 808/Super9,Road,1075700,35,50:42.5,49:09.0
Trek Emonda,Zipp 858,Road,312400,37,50:47.5,48:57.0
Trek Emonda,Zipp 858/Super9,Road,1508800,45,50:40.5,49:08.0
Trek Emonda,Zwift 32mm Carbon,Road,0,0,51:33.5,48:58.0
Trek Emonda,Zwift 50mm Carbon,Road,120700,7,51:21.0,48:59.0
Trek Emonda,Zwift Buffalo Fahrrad,Road,3200,40,51:38.5,49:05.0
Trek Emonda,Zwift Classic,Road,35600,2,51:39.5,49:06.0
Trek Emonda,Zwift Safety,Road,710000,44,51:34.0,48:57.5
Trek Emonda SL,Bontrager Aeolus5,Road,312400,26,51:15.0,48:59.0
Trek Emonda SL,CADEX 36,Road,399400,26,51:27.5,48:54.5
Trek Emonda SL,CADEX 42,Road,369200,26,51:18.0,48:57.0
Trek Emonda SL,Campagnolo Bora Ultra 35,Road,390500,33,51:34.5,48:56.5
Trek Emonda SL,Campagnolo Bora Ultra 50,Road,404700,27,51:08.0,48:56.5
Trek Emonda SL,DT Swiss ARC 1100 DICUT 62,Road,326600,26,51:00.0,48:55.5
Trek Emonda SL,DT Swiss ARC 1100 DICUT DISC,Road,1721800,42,50:34.5,49:14.0
Trek Emonda SL,ENVE SES 2.2,Road,333700,26,51:34.0,48:56.5
Trek Emonda SL,ENVE SES 3.4,Road,333700,26,51:08.0,48:55.0
Trek Emonda SL,ENVE SES 6.7,Road,333700,26,51:02.0,49:03.0
Trek Emonda SL,ENVE SES 7.8,Road,347900,39,50:49.5,48:59.0
Trek Emonda SL,ENVE SES 8.9,Road,347900,31,50:50.5,49:07.5
Trek Emonda SL,FFWD RYOT55,Road,255700,26,51:07.5,48:55.0
Trek Emonda SL,Giant SLR 0,Road,333800,26,51:11.0,48:55.5
Trek Emonda SL,Lightweight Meilenstein,Road,142000,26,51:20.5,48:47.0
Trek Emonda SL,Mavic Comete Pro Carbon SL UST,Road,284000,26,51:08.5,49:13.5
Trek Emonda SL,Mavic Cosmic CXR60c,Road,284000,26,51:12.5,49:11.5
Trek Emonda SL,Mavic Cosmic Ultimate UST,Road,284000,26,51:15.0,49:09.0
Trek Emonda SL,Novatec R4,Road,237900,26,51:30.5,49:08.0
Trek Emonda SL,Roval Alpinist CLX,Road,277300,32,51:21.0,48:47.0
Trek Emonda SL,Roval CLX64,Road,312400,26,51:04.0,49:03.0
Trek Emonda SL,Roval Rapide CLX,Road,337300,26,51:04.0,48:58.0
Trek Emonda SL,Shimano C40,Road,227300,26,51:22.0,49:06.5
Trek Emonda SL,Shimano C50,Road,230700,28,50:59.5,49:10.5
Trek Emonda SL,Shimano C50,Road,230700,28,50:59.5,49:10.5
Trek Emonda SL,Shimano C60,Road,234300,26,51:11.0,49:14.0
Trek Emonda SL,Zipp 202,Road,291200,26,51:29.0,48:57.5
Trek Emonda SL,Zipp 353 NSW,Road,397600,26,51:05.0,48:55.0
Trek Emonda SL,Zipp 404,Road,291200,26,51:01.0,48:59.0
Trek Emonda SL,Zipp 454,Road,426000,26,50:58.0,48:56.0
Trek Emonda SL,Zipp 808,Road,319600,26,50:52.0,49:05.0
Trek Emonda SL,Zipp 808/Super9,Road,1217700,35,50:43.0,49:14.0
Trek Emonda SL,Zipp 858,Road,454400,37,50:48.0,49:02.0
Trek Emonda SL,Zipp 858/Super9,Road,1650800,45,50:41.0,49:13.0
Trek Emonda SL,Zwift 32mm Carbon,Road,142000,26,51:34.0,49:03.0
Trek Emonda SL,Zwift 50mm Carbon,Road,262700,26,51:21.5,49:04.0
Trek Emonda SL,Zwift Buffalo Fahrrad,Road,145200,40,51:39.0,49:10.0
Trek Emonda SL,Zwift Classic,Road,177600,26,51:40.0,49:11.0
Trek Emonda SL,Zwift Safety,Road,852000,44,51:34.5,49:02.5
Trek Madone,Bontrager Aeolus5,Road,1057900,20,51:00.0,49:08.0
Trek Madone,CADEX 36,Road,1144900,26,51:12.5,49:03.5
Trek Madone,CADEX 42,Road,1114700,20,51:03.0,49:06.0
Trek Madone,Campagnolo Bora Ultra 35,Road,1136000,33,51:19.5,49:05.5
Trek Madone,Campagnolo Bora Ultra 50,Road,1150200,27,50:53.0,49:05.5
Trek Madone,DT Swiss ARC 1100 DICUT 62,Road,1072100,20,50:45.0,49:04.5
Trek Madone,DT Swiss ARC 1100 DICUT DISC,Road,2467300,42,50:19.5,49:23.0
Trek Madone,ENVE SES 2.2,Road,1079200,20,51:19.0,49:05.5
